connection_id,client_id,client_name,property_address,connection_type,install_date,meter_serial,status,technician_id,technician_name
CN1343,C579,Vasco Maia,"Travessa de Batista, 1, 8624-087 Agualva-Cacém",Single-phase,1/28/2025,MTR1343,Suspended,T028,Beatriz Cunha-Valente
CN1344,C496,Leonor Valente,"Av William Lopes, S/N, 1219-804 Valongo",Single-phase,1/1/2024,MTR1344,Active,T058,Henrique Santos-Amorim
CN1345,C429,Emma Baptista,"Avenida Vicente, 28, 6829-670 Mirandela",Single-phase,12/2/2021,MTR1345,Disconnected,T080,Gil Machado
CN1346,C424,Yara do Vicente,"Av da Ilha do Ferro, 4, 4568-446 Vizela",Three-phase,12/22/2022,MTR1346,Disconnected,T064,Júlia Vaz
CN1347,C161,Luciana Coelho-Correia,"Alameda de Fernão de Magalhães, 1, 0521-410 Albufeira",Single-phase,4/11/2025,MTR1347,Suspended,T008,Mauro Faria
CN1348,C380,Tatiana do Cunha,"R. da Senhora da Lapa, 53, 7695-874 Leiria",Three-phase,8/7/2022,MTR1348,Active,T018,Henrique Azevedo
CN1349,C556,Yasmin Nunes,"Praça de Reis, 2, 4662-750 Portalegre",Single-phase,6/23/2020,MTR1349,Disconnected,T114,Martim Macedo
CN1350,C196,Luciana Gomes,"Travessa de Jesus, S/N, 3245-352 Covilhã",Single-phase,12/8/2021,MTR1350,Suspended,T070,Camila Pereira
CN1351,C597,Carlota Guerreiro,"Av dos Armazéns, S/N, 1200-393 Oliveira do Hospital",Three-phase,7/16/2020,MTR1351,Suspended,T092,Sara-Jéssica Domingues
CN1352,C176,José Moreira,"Praça Carolina Michaelis de Vasconcelos, 47, 6096-569 Vale de Cambra",Three-phase,9/1/2020,MTR1352,Suspended,T101,Andreia Cruz
CN1353,C497,Luca Cardoso-Gaspar,"Praça de Martins, 4, 3911-142 Silves",Three-phase,2/15/2019,MTR1353,Suspended,T065,Mafalda Baptista
CN1354,C331,Bárbara Freitas,"Praça Ducla Soares, S/N, 0644-212 Mirandela",Single-phase,7/22/2024,MTR1354,Suspended,T024,Marco Araújo
CN1355,C357,Marcos Reis,"Travessa Yara Azevedo, 4, 1390-143 Sines",Single-phase,5/18/2022,MTR1355,Suspended,T029,Ema Vaz
CN1356,C549,Jorge Neves,"Largo de D. Pedro Pitões, 6, 6405-103 Esposende",Three-phase,2/26/2023,MTR1356,Disconnected,T104,Ângela Cardoso
CN1357,C235,William Anjos,"Travessa do Tijolo, 957, 9783-028 Bragança",Single-phase,5/6/2022,MTR1357,Active,T099,Valentim Miranda
CN1358,C570,Dinis da Gaspar,"R. Bianca Araújo, 1, 3978-713 Paços de Ferreira",Single-phase,8/2/2021,MTR1358,Suspended,T032,Pedro Amorim
CN1359,C078,Carlos Neves,"Avenida Bárbara Gomes, 85, 6262-636 Viana do Castelo",Single-phase,1/19/2024,MTR1359,Active,T105,David Neto
CN1360,C044,Vera Leal,"Av Filipe Machado, 1, 5972-242 Valongo",Three-phase,3/24/2019,MTR1360,Suspended,T109,Joel Antunes
CN1361,C190,Lourenço Castro,"Travessa de Maia, S/N, 8911-343 Torres Novas",Single-phase,7/1/2020,MTR1361,Active,T109,Joel Antunes
CN1362,C481,Mateus Barros,"Avenida de Cruz, 2, 4716-560 Pinhel",Three-phase,5/27/2022,MTR1362,Disconnected,T076,Lorena Andrade-Nascimento
CN1363,C564,Íris do Simões,"Largo dos Oceanos, 1, 0245-393 Loures",Single-phase,10/25/2022,MTR1363,Disconnected,T046,Juliana Lima
CN1364,C490,Noa de Leite,"Av da Senhora da Luz, 740, 1487-831 Guarda",Single-phase,12/18/2022,MTR1364,Disconnected,T046,Juliana Lima
CN1365,C529,Constança Sousa-Marques,"Largo Rafael Sousa, 290, 5996-706 Beja",Three-phase,7/14/2023,MTR1365,Disconnected,T108,Frederico Amaral
CN1366,C390,Mélanie do Macedo,"Largo do Tronco, 32, 7641-490 Lamego",Three-phase,10/13/2020,MTR1366,Active,T023,Marcos Neto
CN1367,C150,Mateus Gaspar,"Avenida do Alto de São João, S/N, 3356-588 Matosinhos",Single-phase,6/8/2024,MTR1367,Disconnected,T008,Mauro Faria
CN1368,C066,Emma do Esteves,"Rua de Assunção, 637, 1007-773 Bragança",Three-phase,6/27/2025,MTR1368,Active,T003,Tatiana Nunes
CN1369,C383,Joaquim Nogueira,"Av Ema Cruz, 72, 7201-489 São Salvador de Lordelo",Single-phase,12/24/2019,MTR1369,Active,T118,Melissa Cardoso
CN1370,C470,Beatriz Loureiro,"Travessa Grande, 62, 1058-752 Póvoa de Santa Iria",Single-phase,5/1/2025,MTR1370,Suspended,T092,Sara-Jéssica Domingues
CN1371,C028,Guilherme Matos,"Avenida de São Pedro, 8, 8467-737 Quarteira",Single-phase,11/28/2020,MTR1371,Disconnected,T003,Tatiana Nunes
CN1372,C460,Leonor Leal,"Alameda Valentina Melo, 23, 5763-101 Vendas Novas",Single-phase,12/11/2024,MTR1372,Active,T118,Melissa Cardoso
CN1373,C479,Juliana Miranda,"Praça de Melo, 12, 8295-829 Horta",Three-phase,4/30/2021,MTR1373,Active,T068,Denis Borges
CN1374,C346,Soraia Azevedo,"Avenida de Cima, S/N, 0029-561 Fafe",Three-phase,7/9/2022,MTR1374,Disconnected,T091,Sara Domingues
CN1375,C124,Xavier Figueiredo,"Avenida de Vieira, 327, 7086-665 Felgueiras",Three-phase,12/26/2022,MTR1375,Suspended,T044,Alexandre de Batista
CN1376,C027,Dinis Jesus,"Praça Maia, S/N, 8597-703 Vila Nova de Foz Côa",Three-phase,1/22/2020,MTR1376,Disconnected,T021,Ana Guerreiro
CN1377,C220,Ariana Batista,"Travessa Nunes, 8, 6315-922 Freamunde",Three-phase,8/10/2019,MTR1377,Active,T084,David Alves
CN1378,C186,Violeta-Helena Rocha,"Rua de Costa, S/N, 8111-719 Aveiro",Three-phase,7/24/2024,MTR1378,Active,T072,Igor Miranda
CN1379,C415,Melissa Rocha,"Praça de Costa, 9, 3307-345 Lagoa",Single-phase,8/16/2023,MTR1379,Suspended,T076,Lorena Andrade-Nascimento
CN1380,C420,Isabela Rodrigues,"Rua Lorena Moura, 24, 3257-970 Tarouca",Three-phase,7/17/2021,MTR1380,Active,T094,Gustavo Vieira-Domingues
CN1381,C274,Ana-Luana Nascimento,"Praça Cláudio Machado, 961, 5646-726 Rio Maior",Single-phase,7/30/2024,MTR1381,Disconnected,T094,Gustavo Vieira-Domingues
CN1382,C134,Xavier Ribeiro,"Travessa Novo (à Travessa das Águas Boas), 914, 2675-119 Santa Cruz",Single-phase,5/9/2022,MTR1382,Active,T051,David do Cardoso
CN1383,C326,Nair Jesus,"Avenida Branco, 323, 4252-611 Vila Nova de Famalicão",Single-phase,4/8/2019,MTR1383,Disconnected,T041,Afonso Machado
CN1384,C497,Luca Cardoso-Gaspar,"Praça de Martins, 4, 3911-142 Silves",Three-phase,6/20/2022,MTR1384,Active,T014,Tiago Baptista
CN1385,C383,Joaquim Nogueira,"Av Ema Cruz, 72, 7201-489 São Salvador de Lordelo",Single-phase,2/20/2019,MTR1385,Active,T096,Larissa de Pires
CN1386,C467,Núria Gonçalves,"Travessa de Luís António Verney, 35, 2741-025 Tarouca",Single-phase,2/17/2021,MTR1386,Disconnected,T041,Afonso Machado
CN1387,C240,Tiago Miranda,"Av de Araújo, 63, 4660-756 Montijo",Three-phase,12/29/2020,MTR1387,Suspended,T106,Filipe Costa
CN1388,C518,Inês Coelho,"Rua Anjos, 94, 8984-841 Amora",Single-phase,3/5/2023,MTR1388,Active,T034,Fabiana Tavares
CN1389,C520,Erica da Abreu,"Alameda Kyara Maia, 54, 9164-970 Rio Maior",Three-phase,6/29/2021,MTR1389,Suspended,T009,Matilde-Ema Carvalho
CN1390,C174,Ivan Machado,"R. de Lopes, 83, 4778-840 Abrantes",Single-phase,10/29/2018,MTR1390,Active,T014,Tiago Baptista
CN1391,C226,Caetana Macedo,"R. Nelson Pereira, 25, 4625-069 Vila do Conde",Three-phase,12/1/2020,MTR1391,Active,T057,Larissa Machado
CN1392,C221,Cláudio Amorim,"Alameda de Barros, 1, 3089-720 Lisboa",Three-phase,6/8/2024,MTR1392,Suspended,T064,Júlia Vaz
CN1393,C536,Mia do Simões,"Alameda do Trancão, 57, 3135-183 Estremoz",Single-phase,4/21/2020,MTR1393,Suspended,T049,Ana do Anjos
CN1394,C248,Lia Tavares,"Travessa Raquel Torres, 66, 2934-172 Guimarães",Single-phase,8/21/2021,MTR1394,Active,T111,Yasmin-Salomé Leal
CN1395,C383,Joaquim Nogueira,"Av Daniel Marques, 6, 1502-045 Gandra",Single-phase,11/28/2021,MTR1395,Suspended,T010,Bárbara Andrade
CN1396,C109,Vera Assunção,"Praça Pereira, 86, 8089-747 Vila Real",Three-phase,1/14/2022,MTR1396,Active,T041,Afonso Machado
CN1397,C418,Marcos Abreu,"Largo Isabel Almeida, S/N, 3971-307 Fiães",Single-phase,12/18/2023,MTR1397,Suspended,T044,Alexandre de Batista
CN1398,C203,Valentina Soares,"Alameda Ivan Tavares, 38, 3902-196 Alcácer do Sal",Single-phase,11/25/2022,MTR1398,Disconnected,T094,Gustavo Vieira-Domingues
CN1399,C589,Bruna Macedo,"Rua do Bicalho, S/N, 2467-287 Santa Cruz",Three-phase,6/3/2023,MTR1399,Disconnected,T044,Alexandre de Batista
CN1400,C452,Wilson Cruz,"Travessa de Branco, 19, 7456-865 Oliveira de Azeméis",Single-phase,12/27/2024,MTR1400,Disconnected,T056,Filipa Araújo-Reis
CN1401,C436,Sara Matias,"Largo Torres, 2, 0583-309 Tondela",Single-phase,10/20/2021,MTR1401,Active,T021,Ana Guerreiro
CN1402,C383,Joaquim Nogueira,"Av Ema Cruz, 72, 7201-489 São Salvador de Lordelo",Single-phase,2/16/2020,MTR1402,Suspended,T027,Mia Cunha-Maia
CN1403,C586,Luca Lima,"Largo Vítor Silva, 592, 6883-410 Matosinhos",Three-phase,8/19/2019,MTR1403,Disconnected,T071,Lourenço Nogueira
CN1404,C318,Daniela Castro,"Alameda Afonso Carvalho, 594, 0315-892 Vale de Cambra",Single-phase,3/10/2021,MTR1404,Active,T039,Júlia Assunção
CN1405,C110,Dinis da Assunção,"Av de Alves, 399, 7790-552 Santa Cruz",Three-phase,9/18/2025,MTR1405,Active,T051,David do Cardoso
CN1406,C197,Luana Soares,"R. Gomes, 8, 6158-736 Estarreja",Single-phase,6/26/2020,MTR1406,Suspended,T047,Adriana Coelho-Correia
CN1407,C343,Martim Mota,"Av Miranda, 72, 8805-017 Sacavém",Three-phase,11/4/2022,MTR1407,Active,T038,Gabriela Ribeiro-Ramos
CN1408,C109,Vera Assunção,"Alameda dos Corvos, 53, 6042-276 Olhão",Single-phase,8/2/2023,MTR1408,Active,T004,Mafalda Araújo
CN1409,C468,Isaac Ribeiro,"Largo Dinis Neves, 57, 7634-250 Maia",Single-phase,9/18/2023,MTR1409,Suspended,T038,Gabriela Ribeiro-Ramos
CN1410,C556,Yasmin Nunes,"Largo de Carneiro, 2, 9908-213 Paredes",Three-phase,9/3/2025,MTR1410,Suspended,T015,Nicole de Loureiro
CN1411,C279,Soraia do Mendes,"R. Pinto, 78, 6030-409 Miranda do Douro",Three-phase,9/5/2022,MTR1411,Active,T063,Martim Jesus-Mendes
CN1412,C527,Ivan Faria,"R. Neves, 64, 2022-017 Olhão",Three-phase,9/6/2021,MTR1412,Active,T070,Camila Pereira
CN1413,C263,Violeta Machado,"Avenida Bruna Carneiro, S/N, 4292-204 Rio Tinto",Three-phase,5/4/2022,MTR1413,Suspended,T114,Martim Macedo
CN1414,C282,Santiago Fonseca,"Rua de Esteves, 81, 8649-426 Figueira da Foz",Single-phase,4/21/2025,MTR1414,Suspended,T058,Henrique Santos-Amorim
CN1415,C599,César Simões,"Avenida de Brito, 85, 7265-976 Almeirim",Three-phase,4/25/2019,MTR1415,Active,T060,Carlos Soares
CN1416,C037,Daniel Nunes,"Rua Vaz, 33, 2440-293 Loulé",Single-phase,10/6/2022,MTR1416,Active,T035,Bruno Guerreiro
CN1417,C246,Benedita Branco,"Praça de Campos, 16, 2277-707 Guimarães",Single-phase,4/17/2023,MTR1417,Active,T090,Lia-Mélanie Melo
CN1418,C448,Luna Ramos-Macedo,"Av Gomes, 63, 6882-850 Coimbra",Three-phase,2/13/2019,MTR1418,Disconnected,T045,Inês Paiva
CN1419,C389,Benjamim Reis,"Alameda de Sousa, 80, 2652-951 Montijo",Single-phase,8/14/2024,MTR1419,Suspended,T071,Lourenço Nogueira
CN1420,C575,Guilherme Alves,"Alameda da Pasteleira, 34, 7862-685 Sintra",Three-phase,9/6/2019,MTR1420,Disconnected,T067,Henrique Guerreiro
CN1421,C455,Rodrigo Lima,"Av de Silva, S/N, 4908-099 Vila do Conde",Three-phase,6/21/2022,MTR1421,Disconnected,T111,Yasmin-Salomé Leal
CN1422,C002,Sandro Fonseca,"R. Loureiro, 88, 3686-050 Loures",Three-phase,5/16/2020,MTR1422,Active,T061,Filipe Costa-Pacheco
CN1423,C553,Luciana Nogueira,"Av de Batista, 3, 9519-350 Caldas da Rainha",Single-phase,5/3/2020,MTR1423,Disconnected,T116,Lúcia do Pinto
CN1424,C539,Ema Brito,"Praça Moura, 98, 0230-091 Sacavém",Single-phase,9/27/2019,MTR1424,Active,T116,Lúcia do Pinto
CN1425,C441,Mauro Pinheiro,"Largo Nádia Fernandes, 39, 8785-193 Vila Nova de Gaia",Single-phase,8/17/2022,MTR1425,Active,T058,Henrique Santos-Amorim
CN1426,C566,Petra Maia,"R. Correia, S/N, 3920-491 Póvoa de Santa Iria",Single-phase,10/28/2023,MTR1426,Active,T104,Ângela Cardoso
CN1427,C158,Helena Leite-Morais,"Travessa Vítor Ribeiro, 64, 9999-001 Vendas Novas",Single-phase,6/14/2023,MTR1427,Disconnected,T055,Leandro Sousa
CN1428,C502,Alícia Melo,"Avenida Vieira, 72, 7650-167 São Mamede de Infesta",Single-phase,10/31/2018,MTR1428,Disconnected,T026,Marco Ferreira
CN1429,C452,Wilson Cruz,"Travessa Prof. António de Sousa Franco, 3, 6227-777 Horta",Single-phase,7/10/2024,MTR1429,Active,T041,Afonso Machado
CN1430,C309,Lisandro Moreira,"R. de Assunção, 2, 6502-234 Silves",Three-phase,6/6/2022,MTR1430,Disconnected,T072,Igor Miranda
CN1431,C092,Lia Assunção,"Largo Sá, 7, 5591-476 Porto Santo",Three-phase,1/11/2021,MTR1431,Disconnected,T110,Gaspar Anjos
CN1432,C125,Carlos Castro,"R. de Camilo, 9, 6733-746 Estarreja",Single-phase,10/28/2018,MTR1432,Disconnected,T118,Melissa Cardoso
CN1433,C369,Tatiana Reis,"Praça de Guedes de Oliveira, 3, 4413-845 Amarante",Three-phase,11/9/2024,MTR1433,Active,T076,Lorena Andrade-Nascimento
CN1434,C238,Tomás Macedo,"Avenida dos Olivais, 34, 2786-309 Albufeira",Single-phase,12/29/2019,MTR1434,Disconnected,T020,Denis Pires
CN1435,C053,Igor Gonçalves,"Avenida de Santos, 16, 8413-623 Oliveira de Azeméis",Single-phase,3/11/2021,MTR1435,Active,T075,Luciana Sá
CN1436,C018,Melissa-Rafaela Amaral,"Alameda Jesus, 356, 8878-887 Pombal",Single-phase,10/20/2024,MTR1436,Suspended,T100,Bernardo Figueiredo
CN1437,C302,Eduarda-Pilar Carneiro,"Largo Manuel Pinto de Azevedo Júnior, 82, 2800-161 Horta",Three-phase,3/4/2020,MTR1437,Suspended,T069,Eva Fonseca
CN1438,C107,Amélia Baptista,"Largo Ramos, 68, 4001-276 Estarreja",Three-phase,6/14/2022,MTR1438,Disconnected,T050,Samuel Barbosa
CN1439,C019,Álvaro Reis,"Avenida de Pinheiro, S/N, 9663-193 Oliveira de Azeméis",Single-phase,7/25/2019,MTR1439,Active,T061,Filipe Costa-Pacheco
CN1440,C510,Yasmin Teixeira,"Alameda César Castro, S/N, 0898-309 Braga",Single-phase,12/13/2024,MTR1440,Disconnected,T052,Nair-Sofia Costa
CN1441,C019,Álvaro Reis,"Avenida de Pinheiro, S/N, 9663-193 Oliveira de Azeméis",Three-phase,1/15/2019,MTR1441,Active,T088,Daniela Esteves
CN1442,C158,Helena Leite-Morais,"Praça Leite, 90, 3889-044 Barreiro",Three-phase,2/11/2020,MTR1442,Disconnected,T114,Martim Macedo
CN1443,C237,Tomás de Correia,"Travessa Figueiredo, 8, 5971-072 Reguengos de Monsaraz",Three-phase,11/18/2020,MTR1443,Suspended,T007,Luca Sousa-Brito
CN1444,C302,Eduarda-Pilar Carneiro,"Travessa Nogueira, 30, 0619-019 Macedo de Cavaleiros",Three-phase,4/19/2021,MTR1444,Suspended,T003,Tatiana Nunes
CN1445,C037,Daniel Nunes,"Avenida de Guedes de Oliveira, S/N, 7589-178 Anadia",Three-phase,1/30/2022,MTR1445,Disconnected,T036,Daniel Miranda
CN1446,C138,Beatriz Gonçalves-Cruz,"R. Marques, S/N, 4872-012 Barcelos",Single-phase,7/24/2025,MTR1446,Active,T013,Jéssica-Letícia Assunção
CN1447,C501,Gustavo Loureiro,"Rua Lucas Castro, 71, 1854-839 Queluz",Three-phase,6/21/2019,MTR1447,Suspended,T096,Larissa de Pires
CN1448,C090,Vera-Vitória Mota,"Praça da Ranha, 79, 8309-723 Entroncamento",Three-phase,6/11/2021,MTR1448,Disconnected,T094,Gustavo Vieira-Domingues
CN1449,C048,Vitória do Vicente,"Rua Alexandra Nogueira, 106, 4579-232 Tarouca",Single-phase,3/17/2019,MTR1449,Suspended,T012,Eduardo Guerreiro
CN1450,C566,Petra Maia,"R. Correia, S/N, 3920-491 Póvoa de Santa Iria",Three-phase,1/21/2024,MTR1450,Disconnected,T117,Ricardo Tavares-Coelho
CN1451,C434,Benjamim Maia,"Rua Afonso Gaspar, 811, 1421-524 Câmara de Lobos",Three-phase,5/26/2023,MTR1451,Active,T098,Alexandre de Gomes
CN1452,C116,Sofia Moura,"R. das Escadas do Monte dos Judeus, 6, 3861-941 Vila Franca de Xira",Single-phase,6/16/2019,MTR1452,Active,T102,Salvador Barros
CN1453,C037,Daniel Nunes,"Avenida de Guedes de Oliveira, S/N, 7589-178 Anadia",Three-phase,11/20/2020,MTR1453,Active,T091,Sara Domingues
CN1454,C112,Daniela Loureiro,"Alameda Isabel Lourenço, 126, 2209-755 Ribeira Grande",Single-phase,10/19/2022,MTR1454,Active,T109,Joel Antunes
CN1455,C017,Larissa Antunes,"Rua da Vila Expo, 17, 5627-298 Rebordosa",Single-phase,11/14/2022,MTR1455,Active,T113,Marcos Gaspar
CN1456,C278,Flor Cruz,"Av das Torres do Restelo, 3, 4133-954 Vila do Conde",Three-phase,2/24/2020,MTR1456,Active,T005,Salomé Araújo
CN1457,C140,Bruna Castro-Rodrigues,"Rua Alves, 63, 8037-891 Chaves",Single-phase,8/18/2021,MTR1457,Suspended,T091,Sara Domingues
CN1458,C374,Iara Vieira,"Praça de Garcia, 70, 7960-242 Seixal",Three-phase,4/23/2024,MTR1458,Disconnected,T106,Filipe Costa
CN1459,C101,William Silva,"Largo Magalhães, 68, 3538-148 São Mamede de Infesta",Single-phase,6/9/2021,MTR1459,Disconnected,T082,Joaquim Guerreiro
CN1460,C452,Wilson Cruz,"Travessa de Branco, 19, 7456-865 Oliveira de Azeméis",Three-phase,12/16/2024,MTR1460,Suspended,T031,Luca Matos
CN1461,C525,Adriana Morais,"Praça da Ranha, 4, 0557-385 Lixa",Single-phase,3/4/2021,MTR1461,Suspended,T058,Henrique Santos-Amorim
CN1462,C204,Beatriz Abreu,"Praça de Brito, 6, 7856-413 Miranda do Douro",Three-phase,11/7/2022,MTR1462,Suspended,T071,Lourenço Nogueira
CN1463,C123,Salvador Alves,"Travessa Duarte Garcia, 39, 0966-270 Rio Tinto",Three-phase,7/11/2023,MTR1463,Disconnected,T108,Frederico Amaral
CN1464,C294,Rui Henriques,"Praça dos Pinheiros, S/N, 2394-599 Figueira da Foz",Single-phase,12/31/2023,MTR1464,Suspended,T089,Luna Abreu
CN1465,C045,Lourenço Araújo,"Largo Garcia, S/N, 9986-798 Seixal",Single-phase,12/22/2022,MTR1465,Active,T050,Samuel Barbosa
CN1466,C527,Ivan Faria,"R. dos Estorninhos, 95, 5854-551 Elvas",Single-phase,8/26/2024,MTR1466,Active,T074,Ivo de Valente
CN1467,C339,Patrícia Melo,"Avenida de Correia, 90, 8823-513 Paços de Ferreira",Single-phase,11/9/2022,MTR1467,Suspended,T029,Ema Vaz
CN1468,C509,Luca Branco,"Travessa Pedro Correia, 643, 9787-296 São João da Madeira",Single-phase,7/19/2022,MTR1468,Disconnected,T053,Camila Tavares
CN1469,C576,Francisco Mendes,"Av de Henriques, 5, 8380-582 Funchal",Single-phase,5/24/2019,MTR1469,Disconnected,T061,Filipe Costa-Pacheco
CN1470,C534,Caetana-Erica Maia,"R. de Andrade, 5, 7444-172 Mealhada",Single-phase,11/8/2021,MTR1470,Active,T077,Bianca Lima
CN1471,C330,Diego Barros,"Praça de Eduardo Soares, 518, 0192-209 Santana",Three-phase,6/11/2023,MTR1471,Disconnected,T078,Daniel Campos-Cruz
CN1472,C056,Renato Garcia,"Avenida Constança Sousa, S/N, 3530-049 Quarteira",Three-phase,5/12/2019,MTR1472,Suspended,T083,Noa Simões
CN1473,C231,Gabriel Sousa,"Praça do Calhau, 66, 5276-120 Vila Nova de Gaia",Three-phase,11/16/2018,MTR1473,Suspended,T110,Gaspar Anjos
CN1474,C330,Diego Barros,"Praça de Eduardo Soares, 518, 0192-209 Santana",Three-phase,11/26/2018,MTR1474,Suspended,T028,Beatriz Cunha-Valente
CN1475,C255,Joel Soares,"Avenida Amélia Nascimento, 68, 8569-050 Peniche",Three-phase,12/31/2020,MTR1475,Disconnected,T067,Henrique Guerreiro
CN1476,C475,Andreia Rodrigues,"Praça dos Aliados, 59, 7129-035 Amarante",Three-phase,6/15/2025,MTR1476,Disconnected,T001,Letícia Machado
CN1477,C339,Patrícia Melo,"Avenida de Correia, 90, 8823-513 Paços de Ferreira",Three-phase,1/2/2023,MTR1477,Suspended,T077,Bianca Lima
CN1478,C502,Alícia Melo,"Alameda do Bolhão, 90, 2657-422 Castelo Branco",Three-phase,4/1/2020,MTR1478,Active,T014,Tiago Baptista
CN1479,C391,Kelly Lourenço-Macedo,"Avenida da Graça, 19, 6399-490 Gouveia",Three-phase,12/18/2019,MTR1479,Suspended,T036,Daniel Miranda
CN1480,C503,Filipa Machado,"Largo Isabela Abreu, 12, 3638-564 Bragança",Three-phase,9/1/2024,MTR1480,Active,T084,David Alves
CN1481,C020,Noa Andrade,"Rua de Machado, 7, 0805-983 Esmoriz",Single-phase,7/12/2025,MTR1481,Active,T067,Henrique Guerreiro
CN1482,C304,Rafaela-Petra Nascimento,"R. Araújo, 57, 7460-429 Serpa",Three-phase,9/24/2022,MTR1482,Disconnected,T110,Gaspar Anjos
CN1483,C546,Carolina Machado,"Rua Cláudio Coelho, 66, 0522-411 Felgueiras",Single-phase,10/30/2023,MTR1483,Disconnected,T088,Daniela Esteves
CN1484,C052,Ana Rocha,"Largo de Rodrigues, 8, 2217-043 Guimarães",Three-phase,4/16/2024,MTR1484,Suspended,T084,David Alves
CN1485,C185,Lourenço Moura,"Travessa Nacional 108, 80, 3850-360 Ourém",Three-phase,5/15/2025,MTR1485,Suspended,T117,Ricardo Tavares-Coelho
CN1486,C309,Lisandro Moreira,"R. de Assunção, 2, 6502-234 Silves",Single-phase,5/19/2021,MTR1486,Disconnected,T095,Nuno Melo-Garcia
CN1487,C132,Gil Carneiro,"Travessa Garcia, 61, 9674-333 Vila Real de Santo António",Single-phase,4/3/2022,MTR1487,Suspended,T074,Ivo de Valente
CN1488,C031,Amélia Reis-Araújo,"Avenida de João do Carmo, 330, 6416-936 Ovar",Single-phase,3/15/2025,MTR1488,Disconnected,T092,Sara-Jéssica Domingues
CN1489,C092,Lia Assunção,"Praça de Loureiro, 54, 4852-953 Setúbal",Three-phase,7/14/2019,MTR1489,Disconnected,T082,Joaquim Guerreiro
CN1490,C360,Noah Teixeira,"Praça Soares, 45, 1266-109 Elvas",Three-phase,10/12/2021,MTR1490,Active,T065,Mafalda Baptista
CN1491,C296,Soraia Vieira,"Alameda Nair Castro, 96, 1273-421 Faro",Single-phase,11/24/2019,MTR1491,Suspended,T085,Nádia Magalhães
CN1492,C109,Vera Assunção,"Alameda dos Corvos, 53, 6042-276 Olhão",Single-phase,12/16/2022,MTR1492,Disconnected,T061,Filipe Costa-Pacheco
CN1493,C452,Wilson Cruz,"Travessa Prof. António de Sousa Franco, 3, 6227-777 Horta",Single-phase,4/10/2020,MTR1493,Disconnected,T093,Renata Cruz
CN1494,C080,Simão Valente,"Alameda Nádia Macedo, 849, 9670-683 Penafiel",Single-phase,10/22/2019,MTR1494,Active,T084,David Alves
CN1495,C050,Erica Macedo,"Avenida de Moreira, 9, 0762-381 Ponta Delgada",Three-phase,2/27/2024,MTR1495,Suspended,T029,Ema Vaz
CN1496,C248,Lia Tavares,"Travessa Raquel Torres, 66, 2934-172 Guimarães",Three-phase,10/11/2020,MTR1496,Suspended,T114,Martim Macedo
CN1497,C446,Carolina da Amaral,"Avenida de Vaz, S/N, 4027-406 Porto",Three-phase,4/17/2021,MTR1497,Suspended,T075,Luciana Sá
CN1498,C581,Naiara Ferreira,"Rua Naiara Miranda, S/N, 7158-009 Beja",Three-phase,7/21/2025,MTR1498,Active,T016,Micael Esteves
CN1499,C318,Daniela Castro,"Largo de Teixeira, S/N, 2954-496 Vizela",Single-phase,2/12/2019,MTR1499,Suspended,T082,Joaquim Guerreiro
CN1500,C249,Rafael Moreira,"Alameda Nunes, S/N, 9196-127 Rebordosa",Single-phase,12/2/2024,MTR1500,Disconnected,T065,Mafalda Baptista
CN1501,C377,Andreia Paiva,"R. de Pires, 13, 0375-398 Macedo de Cavaleiros",Three-phase,11/2/2024,MTR1501,Suspended,T068,Denis Borges
CN1502,C197,Luana Soares,"R. Gomes, 8, 6158-736 Estarreja",Single-phase,6/24/2024,MTR1502,Active,T112,Edgar Barbosa
CN1503,C257,Melissa Melo,"Rua do Picoto, 95, 7412-094 Vila Real",Three-phase,2/10/2019,MTR1503,Disconnected,T044,Alexandre de Batista
CN1504,C575,Guilherme Alves,"Largo de Azevedo, 16, 9351-174 Portalegre",Three-phase,3/10/2019,MTR1504,Disconnected,T019,Marcos Gaspar
CN1505,C461,Mário Correia-Moreira,"Avenida de Cardoso, 23, 0059-129 Penafiel",Single-phase,10/6/2025,MTR1505,Suspended,T100,Bernardo Figueiredo
CN1506,C250,Nair do Barros,"Rua de Borges, 2, 6394-762 Montemor-o-Novo",Single-phase,4/24/2020,MTR1506,Suspended,T081,Kevin Silva
CN1507,C179,Rafaela-Carolina Carneiro,"Rua de Morais, 700, 4885-487 Macedo de Cavaleiros",Single-phase,12/5/2024,MTR1507,Suspended,T008,Mauro Faria
CN1508,C055,Júlia Paiva,"Travessa de Fernandes, S/N, 2786-814 Seia",Single-phase,5/2/2019,MTR1508,Disconnected,T027,Mia Cunha-Maia
CN1509,C563,Rafael Vaz,"Largo Irina Martins, 60, 7874-422 Peso da Régua",Three-phase,4/28/2025,MTR1509,Active,T021,Ana Guerreiro
CN1510,C225,Emília Ribeiro,"Alameda de Melo, S/N, 8977-554 Santarém",Three-phase,4/17/2022,MTR1510,Disconnected,T079,Valentim Lima
CN1511,C226,Caetana Macedo,"Largo Freitas, 3, 1630-335 Lamego",Three-phase,6/23/2022,MTR1511,Suspended,T052,Nair-Sofia Costa
CN1512,C380,Tatiana do Cunha,"R. da Senhora da Lapa, 53, 7695-874 Leiria",Single-phase,4/6/2021,MTR1512,Disconnected,T001,Letícia Machado
