service_order_id,connection_id,client_id,client_name,technician_id,technician_name,service_type,start_date,end_date,notes
SO1183,CN1909,C507,Joana Soares,T100,Bernardo Figueiredo,Repair,2025-07-24,2025-08-27,Circuit breaker fault corrected
SO1184,CN1992,C136,Enzo Nogueira,T099,Valentim Miranda,Disconnection,2025-06-28,2025-08-30,Disconnection requested by client
SO1185,CN1713,C373,Soraia do Nascimento,T065,Mafalda Baptista,Disconnection,2024-12-19,2025-09-24,Temporary connection removed
SO1186,CN1205,C511,Adriana Barros,T018,Henrique Azevedo,Disconnection,2025-10-20,2025-10-27,Equipment powered down for maintenance
SO1187,CN1399,C589,Bruna Macedo,T044,Alexandre de Batista,Repair,2025-04-05,2025-04-08,Circuit breaker fault corrected
SO1188,CN2171,C351,Samuel Moreira-Ferreira,T045,Inês Paiva,Maintenance,2025-04-05,2025-06-04,Maintenance visit completed
SO1189,CN1261,C357,Marcos Reis,T047,Adriana Coelho-Correia,Disconnection,2025-04-21,2025-08-10,Disconnection requested by client
SO1190,CN1617,C332,Beatriz Gomes,T075,Luciana Sá,Maintenance,2025-03-17,2025-04-01,Protection equipment updated
SO1191,CN1344,C496,Leonor Valente,T058,Henrique Santos-Amorim,Disconnection,2025-04-30,2025-07-19,Disconnection requested by client
SO1192,CN1987,C116,Sofia Moura,T106,Filipe Costa,Maintenance,2025-03-19,2025-07-26,Preventive visit performed
SO1193,CN1498,C581,Naiara Ferreira,T016,Micael Esteves,Repair,2025-10-21,2025-10-27,Intermittent fault fixed
SO1194,CN1183,C475,Andreia Rodrigues,T069,Eva Fonseca,Installation,2025-09-21,2025-09-26,Main switch installed
SO1195,CN1059,C358,Edgar Campos,T003,Tatiana Nunes,Repair,2024-11-14,2025-10-17,Short-circuit repair performed
SO1196,CN1785,C040,Isabela Simões,T093,Renata Cruz,Inspection,2025-08-06,2025-10-24,Electrical safety check completed
SO1197,CN1527,C540,Mário Branco,T082,Joaquim Guerreiro,Disconnection,2025-06-27,2025-10-21,Disconnection requested by client
SO1198,CN1278,C518,Inês Coelho,T021,Ana Guerreiro,Maintenance,2024-12-24,2025-10-13,Meter firmware updated
SO1199,CN2007,C511,Adriana Barros,T095,Nuno Melo-Garcia,Installation,2025-10-13,2025-10-24,Temporary connection installed for testing
SO1200,CN1458,C374,Iara Vieira,T106,Filipe Costa,Maintenance,2024-12-09,2025-04-05,System-wide review performed
SO1201,CN1132,C148,Denis Monteiro,T095,Nuno Melo-Garcia,Inspection,2025-09-17,2025-10-27,Continuity test completed
SO1202,CN1781,C119,Salvador Mota,T082,Joaquim Guerreiro,Maintenance,2025-10-22,2025-10-22,Protection equipment updated
SO1203,CN1477,C339,Patrícia Melo,T077,Bianca Lima,Repair,2025-01-25,2025-02-01,Short-circuit repair performed
SO1204,CN1236,C407,Sara Carvalho-Soares,T097,Marco Andrade,Inspection,2025-08-07,2025-09-13,Inspection revealed faulty wiring
SO1205,CN1228,C399,Kelly Carvalho,T101,Andreia Cruz,Installation,2025-04-29,2025-08-11,Temporary connection installed for testing
SO1206,CN1385,C383,Joaquim Nogueira,T096,Larissa de Pires,Installation,2025-08-10,2025-08-19,Equipment setup completed
SO1207,CN1753,C142,António Santos,T013,Jéssica-Letícia Assunção,Repair,2025-01-20,2025-08-06,Short-circuit repair performed
SO1208,CN1778,C027,Dinis Jesus,T090,Lia-Mélanie Melo,Maintenance,2025-01-01,2025-08-21,Meter firmware updated
SO1209,CN1003,C575,Guilherme Alves,T027,Mia Cunha-Maia,Inspection,2025-03-14,2025-03-15,Inspection revealed faulty wiring
SO1210,CN2096,C074,Sofia Campos,T099,Valentim Miranda,Repair,2025-05-11,2025-09-11,Damaged cables replaced
SO1211,CN1867,C490,Noa de Leite,T096,Larissa de Pires,Inspection,2024-10-27,2025-09-11,Inspection report delivered to client
SO1212,CN1747,C431,Alexandra Pereira,T102,Salvador Barros,Repair,2025-09-26,2025-10-21,Circuit breaker fault corrected
SO1213,CN1454,C112,Daniela Loureiro,T109,Joel Antunes,Installation,2025-01-12,2025-07-19,Main switch installed
SO1214,CN1018,C087,Ismael Pacheco,T107,Victória Guerreiro,Maintenance,2024-11-12,2025-10-11,Protection equipment updated
SO1215,CN1647,C384,Camila Vicente,T054,Soraia Pinto,Repair,2024-11-07,2025-09-23,Short-circuit repair performed
SO1216,CN1448,C090,Vera-Vitória Mota,T094,Gustavo Vieira-Domingues,Disconnection,2025-02-02,2025-09-10,Temporary connection removed
SO1217,CN1301,C592,Teresa Abreu-Magalhães,T039,Júlia Assunção,Maintenance,2025-10-18,2025-10-26,Routine maintenance performed
SO1218,CN1298,C527,Ivan Faria,T109,Joel Antunes,Installation,2025-03-24,2025-08-13,Equipment setup completed
SO1219,CN1655,C332,Beatriz Gomes,T015,Nicole de Loureiro,Inspection,2024-12-11,2025-05-25,Underground cable inspection completed
SO1220,CN1252,C074,Sofia Campos,T050,Samuel Barbosa,Inspection,2025-04-03,2025-10-14,Inspection report delivered to client
SO1221,CN2175,C101,William Silva,T007,Luca Sousa-Brito,Disconnection,2025-02-01,2025-09-28,Disconnection request fulfilled
SO1222,CN2013,C108,Carlota Carneiro,T045,Inês Paiva,Inspection,2025-06-03,2025-10-07,Main panel cleaned and inspected
SO1223,CN1771,C334,Madalena Borges,T079,Valentim Lima,Installation,2025-09-07,2025-10-17,Temporary connection installed for testing
SO1224,CN1312,C567,Bryan Neto,T090,Lia-Mélanie Melo,Repair,2025-08-20,2025-08-21,Transformer fault detected
SO1225,CN1460,C452,Wilson Cruz,T031,Luca Matos,Installation,2025-04-26,2025-05-04,"Partial installation completed, pending approval"
SO1226,CN1998,C039,Tatiana Cunha-Matias,T087,Erica Rocha,Disconnection,2024-11-12,2025-05-05,Equipment powered down for maintenance
SO1227,CN1326,C586,Luca Lima,T078,Daniel Campos-Cruz,Installation,2025-10-04,2025-10-06,Equipment setup completed
SO1228,CN1803,C179,Rafaela-Carolina Carneiro,T113,Marcos Gaspar,Inspection,2025-02-05,2025-04-09,Continuity test completed
SO1229,CN1969,C110,Dinis da Assunção,T069,Eva Fonseca,Inspection,2025-09-10,2025-09-11,Inspection report delivered to client
SO1230,CN1801,C414,Kyara da Reis,T014,Tiago Baptista,Disconnection,2024-11-14,2025-02-18,Disconnection requested by client
SO1231,CN2081,C204,Beatriz Abreu,T083,Noa Simões,Inspection,2025-05-30,2025-09-17,Amperage test performed successfully
SO1232,CN1399,C589,Bruna Macedo,T044,Alexandre de Batista,Maintenance,2025-06-25,2025-10-26,Protection equipment updated
SO1233,CN1199,C475,Andreia Rodrigues,T095,Nuno Melo-Garcia,Repair,2025-09-17,2025-09-28,Short-circuit repair performed
SO1234,CN2188,C410,Nicole Fernandes,T015,Nicole de Loureiro,Installation,2025-03-17,2025-06-23,Temporary connection installed for testing
SO1235,CN1937,C140,Bruna Castro-Rodrigues,T024,Marco Araújo,Repair,2025-06-25,2025-09-12,Circuit breaker fault corrected
SO1236,CN1281,C156,Pilar Gaspar,T099,Valentim Miranda,Disconnection,2025-09-01,2025-09-22,Temporary connection removed
SO1237,CN1596,C589,Bruna Macedo,T079,Valentim Lima,Repair,2025-04-28,2025-09-03,Intermittent fault fixed
SO1238,CN1446,C138,Beatriz Gonçalves-Cruz,T013,Jéssica-Letícia Assunção,Repair,2025-04-04,2025-10-02,Transformer fault detected
SO1239,CN1018,C087,Ismael Pacheco,T107,Victória Guerreiro,Inspection,2025-09-22,2025-10-24,Main panel cleaned and inspected
SO1240,CN2178,C240,Tiago Miranda,T023,Marcos Neto,Installation,2025-07-12,2025-10-06,"Partial installation completed, pending approval"
SO1241,CN1771,C334,Madalena Borges,T079,Valentim Lima,Disconnection,2025-08-26,2025-10-11,Disconnection request fulfilled
SO1242,CN1115,C052,Ana Rocha,T012,Eduardo Guerreiro,Installation,2025-01-28,2025-05-10,Temporary connection installed for testing
SO1243,CN1970,C147,Laura Paiva-Lopes,T071,Lourenço Nogueira,Repair,2025-04-28,2025-07-15,Repair of connection after outage
SO1244,CN1240,C074,Sofia Campos,T090,Lia-Mélanie Melo,Maintenance,2025-05-06,2025-06-25,Meter firmware updated
SO1245,CN1693,C116,Sofia Moura,T080,Gil Machado,Maintenance,2025-05-11,2025-08-03,Protection equipment updated
SO1246,CN1304,C405,Edgar Vieira,T120,Raquel Coelho,Disconnection,2024-11-20,2025-01-17,Disconnection request fulfilled
SO1247,CN1069,C152,Nádia Guerreiro,T108,Frederico Amaral,Installation,2025-04-29,2025-10-06,"Partial installation completed, pending approval"
SO1248,CN1812,C589,Bruna Macedo,T052,Nair-Sofia Costa,Disconnection,2025-06-13,2025-07-17,Equipment powered down for maintenance
SO1249,CN1353,C497,Luca Cardoso-Gaspar,T065,Mafalda Baptista,Disconnection,2025-07-18,2025-09-17,Disconnection requested by client
SO1250,CN1949,C005,Marta Carvalho,T067,Henrique Guerreiro,Disconnection,2025-04-27,2025-05-28,Equipment powered down for maintenance
SO1251,CN1911,C009,Mara-Iara Figueiredo,T033,Pedro Sousa,Inspection,2025-01-10,2025-03-26,Inspection revealed faulty wiring
SO1252,CN1245,C268,Irina do Correia,T100,Bernardo Figueiredo,Installation,2025-05-23,2025-06-04,Installation completed successfully
SO1253,CN1249,C478,André Simões-Fonseca,T020,Denis Pires,Disconnection,2024-12-24,2025-02-25,Disconnection request fulfilled
SO1254,CN1047,C563,Rafael Vaz,T049,Ana do Anjos,Maintenance,2025-01-14,2025-09-20,System-wide review performed
SO1255,CN2172,C345,Simão Anjos,T091,Sara Domingues,Disconnection,2025-08-27,2025-09-28,Equipment powered down for maintenance
SO1256,CN1193,C042,Fabiana Cunha,T037,Enzo Sá,Maintenance,2025-08-29,2025-10-23,Preventive visit performed
SO1257,CN1786,C429,Emma Baptista,T084,David Alves,Disconnection,2024-12-10,2025-06-09,Temporary connection removed
SO1258,CN1611,C162,Inês Almeida,T111,Yasmin-Salomé Leal,Maintenance,2024-11-04,2025-04-18,Preventive visit performed
SO1259,CN1203,C388,Denis Gaspar,T095,Nuno Melo-Garcia,Inspection,2025-08-23,2025-09-05,Inspection revealed faulty wiring
SO1260,CN2100,C500,Jéssica Gomes,T001,Letícia Machado,Repair,2025-10-15,2025-10-23,Damaged cables replaced
SO1261,CN1040,C190,Lourenço Castro,T029,Ema Vaz,Disconnection,2024-10-29,2025-07-17,Temporary connection removed
SO1262,CN1130,C343,Martim Mota,T089,Luna Abreu,Maintenance,2025-10-08,2025-10-13,System-wide review performed
SO1263,CN2103,C395,Igor Pinho,T001,Letícia Machado,Installation,2025-08-07,2025-09-10,"Partial installation completed, pending approval"
SO1264,CN1240,C074,Sofia Campos,T090,Lia-Mélanie Melo,Repair,2025-09-29,2025-10-13,Circuit breaker fault corrected
SO1265,CN1368,C066,Emma do Esteves,T003,Tatiana Nunes,Installation,2025-03-08,2025-09-17,Equipment setup completed
SO1266,CN1915,C046,Pilar-Diana Henriques,T013,Jéssica-Letícia Assunção,Inspection,2025-02-01,2025-08-17,Inspection revealed faulty wiring
SO1267,CN1080,C253,Ângelo Nogueira,T031,Luca Matos,Repair,2025-04-14,2025-08-29,Circuit breaker fault corrected
SO1268,CN1422,C002,Sandro Fonseca,T061,Filipe Costa-Pacheco,Repair,2025-03-18,2025-05-23,Repair of connection after outage
SO1269,CN2151,C493,Mário Lima-Faria,T058,Henrique Santos-Amorim,Inspection,2025-03-28,2025-08-01,Inspection report delivered to client
SO1270,CN1071,C438,Isabela Fernandes,T108,Frederico Amaral,Installation,2025-01-19,2025-02-11,Installation completed successfully
SO1271,CN2036,C057,Camila Ramos-Baptista,T040,Soraia Matos,Inspection,2024-12-02,2025-07-16,Amperage test performed successfully
SO1272,CN2114,C270,Afonso do Domingues,T055,Leandro Sousa,Repair,2025-07-23,2025-08-27,Damaged cables replaced
SO1273,CN1000,C162,Inês Almeida,T116,Lúcia do Pinto,Repair,2025-06-22,2025-08-23,Short-circuit repair performed
SO1274,CN1094,C345,Simão Anjos,T041,Afonso Machado,Maintenance,2025-08-10,2025-10-01,Routine maintenance performed
SO1275,CN2093,C080,Simão Valente,T073,César Costa,Disconnection,2025-04-09,2025-09-20,Disconnection request fulfilled
SO1276,CN2181,C302,Eduarda-Pilar Carneiro,T017,Noa Mendes,Disconnection,2025-10-02,2025-10-23,Equipment powered down for maintenance
SO1277,CN2070,C582,Kevin Marques-Martins,T055,Leandro Sousa,Inspection,2025-07-16,2025-08-25,Underground cable inspection completed
SO1278,CN2102,C341,Rafael Macedo,T057,Larissa Machado,Maintenance,2025-09-06,2025-09-30,Preventive visit performed
SO1279,CN1202,C415,Melissa Rocha,T016,Micael Esteves,Installation,2025-03-19,2025-07-22,"Partial installation completed, pending approval"
SO1280,CN1075,C116,Sofia Moura,T003,Tatiana Nunes,Repair,2024-12-11,2025-05-20,Intermittent fault fixed
SO1281,CN1613,C546,Carolina Machado,T080,Gil Machado,Repair,2025-07-23,2025-08-25,Intermittent fault fixed
SO1282,CN2130,C212,Enzo Neto,T082,Joaquim Guerreiro,Repair,2025-06-17,2025-09-02,Circuit breaker fault corrected
SO1283,CN1735,C061,Lúcia Pinto,T054,Soraia Pinto,Inspection,2025-02-17,2025-09-27,Electrical safety check completed
SO1284,CN1864,C141,Madalena Almeida,T067,Henrique Guerreiro,Installation,2025-09-30,2025-10-01,Equipment setup completed
SO1285,CN1522,C360,Noah Teixeira,T097,Marco Andrade,Inspection,2025-03-08,2025-05-14,Continuity test completed
SO1286,CN1334,C357,Marcos Reis,T008,Mauro Faria,Disconnection,2025-06-11,2025-08-22,Temporary connection removed
SO1287,CN1170,C246,Benedita Branco,T091,Sara Domingues,Inspection,2025-05-08,2025-08-18,Main panel cleaned and inspected
SO1288,CN1871,C121,Enzo Carvalho-Pereira,T011,Guilherme Antunes,Repair,2025-04-27,2025-10-27,Circuit breaker fault corrected
SO1289,CN1417,C246,Benedita Branco,T090,Lia-Mélanie Melo,Installation,2025-04-15,2025-06-12,Temporary connection installed for testing
SO1290,CN1394,C248,Lia Tavares,T111,Yasmin-Salomé Leal,Inspection,2025-02-04,2025-03-20,Underground cable inspection completed
SO1291,CN2047,C339,Patrícia Melo,T117,Ricardo Tavares-Coelho,Maintenance,2025-04-02,2025-08-23,Preventive visit performed
SO1292,CN1859,C106,Isabela do Esteves,T079,Valentim Lima,Repair,2025-05-17,2025-09-07,Short-circuit repair performed
SO1293,CN1888,C576,Francisco Mendes,T099,Valentim Miranda,Disconnection,2025-03-27,2025-08-04,Disconnection requested by client
SO1294,CN1506,C250,Nair do Barros,T081,Kevin Silva,Installation,2025-06-01,2025-08-19,Temporary connection installed for testing
SO1295,CN1255,C395,Igor Pinho,T077,Bianca Lima,Maintenance,2025-08-09,2025-08-27,Maintenance visit completed
SO1296,CN2123,C468,Isaac Ribeiro,T073,César Costa,Disconnection,2025-05-07,2025-09-20,Disconnection requested by client
SO1297,CN1674,C428,Mauro Cardoso,T006,Rafaela da Nogueira,Installation,2025-02-04,2025-02-20,Temporary connection installed for testing
SO1298,CN1683,C416,Bryan Vieira-Correia,T001,Letícia Machado,Inspection,2025-08-15,2025-08-25,Electrical safety check completed
SO1299,CN1462,C204,Beatriz Abreu,T071,Lourenço Nogueira,Inspection,2025-03-27,2025-10-19,Inspection revealed faulty wiring
SO1300,CN1200,C223,Sofia Garcia,T005,Salomé Araújo,Disconnection,2025-01-08,2025-01-18,Disconnection request fulfilled
SO1301,CN1775,C420,Isabela Rodrigues,T074,Ivo de Valente,Installation,2024-12-25,2025-09-17,Installation completed successfully
SO1302,CN1359,C078,Carlos Neves,T105,David Neto,Maintenance,2025-01-28,2025-02-12,Meter firmware updated
SO1303,CN1627,C339,Patrícia Melo,T072,Igor Miranda,Maintenance,2024-11-28,2025-07-18,Protection equipment updated
SO1304,CN1195,C410,Nicole Fernandes,T015,Nicole de Loureiro,Maintenance,2025-10-26,2025-10-27,Routine maintenance performed
SO1305,CN2171,C351,Samuel Moreira-Ferreira,T045,Inês Paiva,Inspection,2025-01-22,2025-09-08,Underground cable inspection completed
SO1306,CN1555,C339,Patrícia Melo,T022,Tiago da Maia,Maintenance,2025-09-19,2025-09-23,Maintenance visit completed
SO1307,CN1098,C513,Vitória Pinto,T043,Alexandre Vicente,Repair,2024-12-06,2025-09-15,Short-circuit repair performed
SO1308,CN1797,C116,Sofia Moura,T093,Renata Cruz,Repair,2025-01-30,2025-02-04,Short-circuit repair performed
SO1309,CN2088,C348,Madalena Matias,T016,Micael Esteves,Maintenance,2025-03-05,2025-07-01,System-wide review performed
SO1310,CN1824,C506,Marcos da Machado,T098,Alexandre de Gomes,Disconnection,2025-02-22,2025-07-01,Disconnection request fulfilled
SO1311,CN1530,C297,Vitória Lopes,T015,Nicole de Loureiro,Installation,2025-02-20,2025-03-25,Equipment setup completed
SO1312,CN1318,C490,Noa de Leite,T107,Victória Guerreiro,Repair,2025-02-09,2025-03-21,Intermittent fault fixed
SO1313,CN1775,C420,Isabela Rodrigues,T074,Ivo de Valente,Maintenance,2025-03-19,2025-06-03,Meter firmware updated
SO1314,CN1547,C017,Larissa Antunes,T066,Joel do Pinho,Installation,2025-02-04,2025-05-24,Temporary connection installed for testing
SO1315,CN1510,C225,Emília Ribeiro,T079,Valentim Lima,Maintenance,2025-04-11,2025-05-31,Protection equipment updated
SO1316,CN1937,C140,Bruna Castro-Rodrigues,T024,Marco Araújo,Repair,2025-04-11,2025-10-18,Damaged cables replaced
SO1317,CN1724,C077,Petra Antunes-Neves,T082,Joaquim Guerreiro,Disconnection,2025-01-12,2025-02-02,Equipment powered down for maintenance
SO1318,CN1564,C026,Fabiana Moura,T057,Larissa Machado,Disconnection,2025-04-10,2025-08-02,Disconnection request fulfilled
SO1319,CN1625,C294,Rui Henriques,T058,Henrique Santos-Amorim,Installation,2025-05-14,2025-08-30,Temporary connection installed for testing
SO1320,CN1832,C040,Isabela Simões,T079,Valentim Lima,Inspection,2025-04-11,2025-10-13,Inspection report delivered to client
SO1321,CN1184,C379,Catarina Moura,T063,Martim Jesus-Mendes,Installation,2025-06-23,2025-08-03,Installation completed successfully
SO1322,CN1491,C296,Soraia Vieira,T085,Nádia Magalhães,Installation,2025-10-15,2025-10-27,"Partial installation completed, pending approval"
SO1323,CN2178,C240,Tiago Miranda,T023,Marcos Neto,Installation,2025-09-25,2025-10-09,Installation completed successfully
SO1324,CN1585,C147,Laura Paiva-Lopes,T082,Joaquim Guerreiro,Maintenance,2025-09-12,2025-10-12,Protection equipment updated
SO1325,CN1021,C052,Ana Rocha,T045,Inês Paiva,Disconnection,2025-01-09,2025-09-11,Disconnection request fulfilled
SO1326,CN1982,C472,Kyara Nunes,T034,Fabiana Tavares,Disconnection,2025-07-13,2025-09-12,Disconnection requested by client
SO1327,CN1830,C066,Emma do Esteves,T002,Manuel Lima,Installation,2025-07-13,2025-09-30,Equipment setup completed
SO1328,CN1389,C520,Erica da Abreu,T009,Matilde-Ema Carvalho,Installation,2025-04-04,2025-05-25,Main switch installed
SO1329,CN2094,C226,Caetana Macedo,T019,Marcos Gaspar,Inspection,2025-04-14,2025-07-28,Electrical safety check completed
SO1330,CN2081,C204,Beatriz Abreu,T083,Noa Simões,Maintenance,2024-12-17,2025-10-10,Maintenance visit completed
SO1331,CN1918,C346,Soraia Azevedo,T067,Henrique Guerreiro,Repair,2025-03-17,2025-03-27,Transformer fault detected
SO1332,CN2072,C450,Salomé Almeida,T051,David do Cardoso,Repair,2024-12-10,2025-06-25,Intermittent fault fixed
SO1333,CN1153,C053,Igor Gonçalves,T089,Luna Abreu,Inspection,2025-05-27,2025-06-13,Inspection report delivered to client
SO1334,CN1273,C088,Mélanie Batista,T056,Filipa Araújo-Reis,Maintenance,2025-08-23,2025-10-10,Routine maintenance performed
SO1335,CN1104,C315,Marco Marques,T030,Marta-Emma Torres,Disconnection,2024-12-13,2025-09-13,Temporary connection removed
SO1336,CN1776,C417,Alexandra-Miriam Matias,T095,Nuno Melo-Garcia,Repair,2025-10-03,2025-10-10,Short-circuit repair performed
SO1337,CN1231,C066,Emma do Esteves,T117,Ricardo Tavares-Coelho,Inspection,2025-04-16,2025-08-31,Main panel cleaned and inspected
SO1338,CN1511,C226,Caetana Macedo,T052,Nair-Sofia Costa,Maintenance,2024-12-27,2025-02-24,Maintenance visit completed
SO1339,CN1594,C579,Vasco Maia,T064,Júlia Vaz,Inspection,2025-08-15,2025-10-04,Continuity test completed
SO1340,CN1601,C575,Guilherme Alves,T085,Nádia Magalhães,Inspection,2025-05-10,2025-06-02,Electrical safety check completed
SO1341,CN1004,C108,Carlota Carneiro,T058,Henrique Santos-Amorim,Maintenance,2025-05-06,2025-07-08,Protection equipment updated
SO1342,CN1445,C037,Daniel Nunes,T036,Daniel Miranda,Inspection,2024-12-08,2025-10-17,Main panel cleaned and inspected
SO1343,CN2055,C210,Mia Cruz-Sousa,T039,Júlia Assunção,Installation,2025-04-12,2025-07-07,Main switch installed
SO1344,CN1999,C246,Benedita Branco,T077,Bianca Lima,Installation,2025-05-21,2025-10-02,Temporary connection installed for testing
SO1345,CN1012,C437,Paulo Rodrigues,T037,Enzo Sá,Maintenance,2025-09-15,2025-09-17,Protection equipment updated
SO1346,CN1672,C065,Matilde Valente,T069,Eva Fonseca,Inspection,2025-08-19,2025-08-19,Amperage test performed successfully
SO1347,CN1219,C102,Frederico Gaspar,T075,Luciana Sá,Installation,2025-06-23,2025-10-19,Temporary connection installed for testing
SO1348,CN1381,C274,Ana-Luana Nascimento,T094,Gustavo Vieira-Domingues,Disconnection,2025-09-01,2025-10-17,Equipment powered down for maintenance
SO1349,CN1018,C087,Ismael Pacheco,T107,Victória Guerreiro,Installation,2025-06-05,2025-06-13,Main switch installed
SO1350,CN2007,C511,Adriana Barros,T095,Nuno Melo-Garcia,Repair,2025-08-10,2025-09-27,Repair of connection after outage
SO1351,CN2083,C576,Francisco Mendes,T075,Luciana Sá,Maintenance,2025-09-04,2025-10-14,Preventive visit performed
SO1352,CN1841,C031,Amélia Reis-Araújo,T110,Gaspar Anjos,Installation,2025-09-07,2025-10-19,Main switch installed
SO1353,CN1014,C268,Irina do Correia,T058,Henrique Santos-Amorim,Repair,2025-01-03,2025-10-14,Transformer fault detected
SO1354,CN1512,C380,Tatiana do Cunha,T001,Letícia Machado,Repair,2025-04-10,2025-04-30,Damaged cables replaced
SO1355,CN1809,C419,Eduardo Machado,T030,Marta-Emma Torres,Inspection,2024-12-12,2025-08-17,Amperage test performed successfully
SO1356,CN1746,C370,Joaquim Fonseca-Silva,T029,Ema Vaz,Disconnection,2025-08-15,2025-10-01,Disconnection request fulfilled
SO1357,CN2098,C548,Kevin Nunes-Cardoso,T001,Letícia Machado,Inspection,2025-05-23,2025-08-31,Inspection revealed faulty wiring
SO1358,CN1898,C381,Vítor Garcia,T080,Gil Machado,Disconnection,2025-09-20,2025-10-17,Disconnection request fulfilled
SO1359,CN1286,C110,Dinis da Assunção,T033,Pedro Sousa,Inspection,2025-03-15,2025-09-18,Main panel cleaned and inspected
SO1360,CN1888,C576,Francisco Mendes,T099,Valentim Miranda,Installation,2025-08-20,2025-10-08,Temporary connection installed for testing
SO1361,CN1406,C197,Luana Soares,T047,Adriana Coelho-Correia,Installation,2025-03-28,2025-05-06,"Partial installation completed, pending approval"
SO1362,CN1583,C367,Yara Oliveira,T053,Camila Tavares,Installation,2024-11-09,2025-03-26,"Partial installation completed, pending approval"
SO1363,CN1808,C360,Noah Teixeira,T101,Andreia Cruz,Disconnection,2025-03-31,2025-05-15,Equipment powered down for maintenance
SO1364,CN1064,C395,Igor Pinho,T106,Filipe Costa,Repair,2025-08-12,2025-09-27,Transformer fault detected
SO1365,CN1407,C343,Martim Mota,T038,Gabriela Ribeiro-Ramos,Disconnection,2025-10-21,2025-10-23,Equipment powered down for maintenance
SO1366,CN1243,C161,Luciana Coelho-Correia,T104,Ângela Cardoso,Disconnection,2025-05-05,2025-06-24,Temporary connection removed
SO1367,CN2126,C249,Rafael Moreira,T025,Beatriz Vieira,Disconnection,2025-07-21,2025-08-27,Disconnection request fulfilled
SO1368,CN1665,C490,Noa de Leite,T010,Bárbara Andrade,Disconnection,2025-02-21,2025-08-07,Temporary connection removed
SO1369,CN1269,C594,Iara Fernandes,T069,Eva Fonseca,Installation,2024-11-29,2025-03-01,Installation completed successfully
SO1370,CN1043,C057,Camila Ramos-Baptista,T018,Henrique Azevedo,Repair,2025-01-20,2025-07-19,Intermittent fault fixed
SO1371,CN1704,C480,Beatriz Marques,T011,Guilherme Antunes,Maintenance,2025-02-18,2025-10-13,Maintenance visit completed
SO1372,CN1484,C052,Ana Rocha,T084,David Alves,Installation,2025-06-01,2025-08-18,Temporary connection installed for testing
SO1373,CN1879,C564,Íris do Simões,T070,Camila Pereira,Maintenance,2025-02-07,2025-08-02,Meter firmware updated
SO1374,CN1016,C273,Luana de Henriques,T045,Inês Paiva,Disconnection,2025-09-18,2025-09-20,Temporary connection removed
SO1375,CN1592,C009,Mara-Iara Figueiredo,T046,Juliana Lima,Inspection,2025-09-14,2025-10-07,Continuity test completed
SO1376,CN1169,C460,Leonor Leal,T028,Beatriz Cunha-Valente,Disconnection,2025-01-04,2025-10-12,Disconnection request fulfilled
SO1377,CN1312,C567,Bryan Neto,T090,Lia-Mélanie Melo,Maintenance,2024-11-13,2025-02-18,Preventive visit performed
SO1378,CN1510,C225,Emília Ribeiro,T079,Valentim Lima,Inspection,2024-11-01,2025-10-11,Inspection report delivered to client
SO1379,CN1235,C158,Helena Leite-Morais,T081,Kevin Silva,Inspection,2025-06-03,2025-09-19,Main panel cleaned and inspected
SO1380,CN1506,C250,Nair do Barros,T081,Kevin Silva,Disconnection,2025-01-25,2025-03-16,Disconnection request fulfilled
SO1381,CN1970,C147,Laura Paiva-Lopes,T071,Lourenço Nogueira,Installation,2024-11-15,2025-06-05,Equipment setup completed
SO1382,CN1371,C028,Guilherme Matos,T003,Tatiana Nunes,Repair,2025-10-05,2025-10-17,Circuit breaker fault corrected
SO1383,CN1304,C405,Edgar Vieira,T120,Raquel Coelho,Repair,2025-08-11,2025-08-12,Repair of connection after outage
SO1384,CN1270,C452,Wilson Cruz,T040,Soraia Matos,Disconnection,2025-01-31,2025-02-01,Disconnection requested by client
SO1385,CN1560,C581,Naiara Ferreira,T062,Simão Faria,Repair,2025-09-30,2025-10-05,Intermittent fault fixed
SO1386,CN1873,C038,Gabriela da Rodrigues,T040,Soraia Matos,Installation,2024-11-04,2025-06-13,Equipment setup completed
SO1387,CN1408,C109,Vera Assunção,T004,Mafalda Araújo,Installation,2025-04-15,2025-05-03,Installation completed successfully
SO1388,CN1778,C027,Dinis Jesus,T090,Lia-Mélanie Melo,Disconnection,2025-05-18,2025-06-25,Equipment powered down for maintenance
SO1389,CN1473,C231,Gabriel Sousa,T110,Gaspar Anjos,Repair,2025-02-23,2025-08-12,Short-circuit repair performed
SO1390,CN1872,C588,Emma Jesus-Valente,T020,Denis Pires,Disconnection,2025-10-04,2025-10-07,Disconnection requested by client
SO1391,CN2044,C438,Isabela Fernandes,T012,Eduardo Guerreiro,Disconnection,2025-09-09,2025-10-02,Disconnection requested by client
SO1392,CN1623,C190,Lourenço Castro,T008,Mauro Faria,Installation,2025-06-18,2025-08-21,Temporary connection installed for testing
SO1393,CN1744,C309,Lisandro Moreira,T085,Nádia Magalhães,Inspection,2025-03-05,2025-05-04,Amperage test performed successfully
SO1394,CN1856,C429,Emma Baptista,T037,Enzo Sá,Repair,2025-03-21,2025-06-25,Short-circuit repair performed
SO1395,CN1097,C038,Gabriela da Rodrigues,T109,Joel Antunes,Repair,2025-04-06,2025-07-12,Repair of connection after outage
SO1396,CN1001,C594,Iara Fernandes,T020,Denis Pires,Installation,2025-01-17,2025-04-18,Temporary connection installed for testing
